COMPLETE EMPLOYER LANDSCAPE REVIEW
landscape_entries=2367
source_observations=2334
matched_companies=23
matched_roles=24
company_resonators=18

EMPLOYERS
1finity | RF | jobs=10 |  | employers/1finity.html
KISS Communications | Unresolved | jobs=0 |  | employers/kiss-communications.html
Kiwa Electrical Compliance | ADJ | jobs=1 |  | employers/kiwa-electrical-compliance.html
Knowledge Associates Cambridge Ltd | Unresolved | jobs=0 |  | employers/knowledge-associates-cambridge-ltd.html
Knowmatics | Unresolved | jobs=0 |  | employers/knowmatics.html
Knowsley Council | Unresolved | jobs=0 |  | employers/knowsley-council.html
KobiComm | Unresolved | jobs=0 |  | employers/kobicomm.html
Kognitiv Spark | ADJ | jobs=1 |  | employers/kognitiv-spark.html
Komatsu Limited | ADJ | jobs=0 |  | employers/komatsu-limited.html
Kondoa Community Network | Unresolved | jobs=0 |  | employers/kondoa-community-network.html
Konduit | Unresolved | jobs=0 |  | employers/konduit.html
Konfer | Unresolved | jobs=0 |  | employers/konfer.html
Konrad Technologies | RF | jobs=9 |  | employers/konrad-technologies.html
KOSBIT | Unresolved | jobs=0 |  | employers/kosbit.html
KOTRA | Unresolved | jobs=0 |  | employers/kotra.html
KPMG | Unresolved | jobs=0 |  | employers/kpmg.html
KPN | Unresolved | jobs=0 |  | employers/kpn.html
Kratos | RF | jobs=0 |  | employers/kratos.html
KTN | Unresolved | jobs=0 |  | employers/ktn.html
Kudan limited | ADJ | jobs=0 |  | employers/kudan-limited.html
Kudelski Security | Unresolved | jobs=6 |  | employers/kudelski-security.html
Kuwadate Inc. | Unresolved | jobs=0 |  | employers/kuwadate-inc.html
Kx Systems - a divison of First Derivatives plc | Unresolved | jobs=0 |  | employers/kx-systems-a-divison-of-first-derivatives-plc.html
Kyocera Fineceramics Ltd | Unresolved | jobs=0 |  | employers/kyocera-fineceramics-ltd.html
L&T Technology Services | ADJ | jobs=7 |  | employers/l-t-technology-services.html
L3Harris Technologies | RF | jobs=0 |  | employers/l3harris-technologies.html
La Fosse | Unresolved | jobs=0 |  | employers/la-fosse.html
LabLabee | ADJ | jobs=1 |  | employers/lablabee.html
Laboratoire des Signaux et Systemes | Unresolved | jobs=17 |  | employers/laboratoire-des-signaux-et-systemes.html
Ladybird Communications Limited | Unresolved | jobs=0 |  | employers/ladybird-communications-limited.html
Laird Connectivity | RF | jobs=3 |  | employers/laird-connectivity.html
Lambda Ecosse RF ltd | Unresolved | jobs=0 |  | employers/lambda-ecosse-rf-ltd.html
Lambeth Council | Unresolved | jobs=0 |  | employers/lambeth-council.html
Lancaster University | Unresolved | jobs=0 |  | employers/lancaster-university.html
Landmrk | Unresolved | jobs=0 |  | employers/landmrk.html
Landsec | Unresolved | jobs=0 |  | employers/landsec.html
Larkhill Consultancy | Unresolved | jobs=0 |  | employers/larkhill-consultancy.html
Laser 2000 UK | RF | jobs=0 |  | employers/laser-2000-uk.html
Launch International | Unresolved | jobs=0 |  | employers/launch-international.html
Laurensons Consulting | Unresolved | jobs=0 |  | employers/laurensons-consulting.html
Lavalytics | Unresolved | jobs=0 |  | employers/lavalytics.html
LB Foster Limited | Unresolved | jobs=0 |  | employers/lb-foster-limited.html
LBHF London Borough of Hammersmith & Fulham | Unresolved | jobs=0 |  | employers/lbhf-london-borough-of-hammersmith-fulham.html
leapstone | Unresolved | jobs=0 |  | employers/leapstone.html
Leeds City Council | Unresolved | jobs=0 |  | employers/leeds-city-council.html
Leeds City Region Enterprise Partnership | Unresolved | jobs=0 |  | employers/leeds-city-region-enterprise-partnership.html
Leeds University Business School | Unresolved | jobs=0 |  | employers/leeds-university-business-school.html
Leicestershire County Council | Unresolved | jobs=0 |  | employers/leicestershire-county-council.html
Leidos | ADJ | jobs=0 |  | employers/leidos.html
Leonardo (Edinburgh) | ADJ | jobs=14 |  | employers/leonardo-edinburgh.html
Leonardo LW ltd | Unresolved | jobs=0 |  | employers/leonardo-lw-ltd.html
Lets Talk Comunications | Unresolved | jobs=0 |  | employers/lets-talk-comunications.html
Level Five Supplies | Unresolved | jobs=0 |  | employers/level-five-supplies.html
Lewisham Council | Unresolved | jobs=0 |  | employers/lewisham-council.html
Lexington Communications | Unresolved | jobs=0 |  | employers/lexington-communications.html
Leyton UK | Unresolved | jobs=0 |  | employers/leyton-uk.html
Liberty Global | RF | jobs=0 |  | employers/liberty-global.html
Lifecycle Software | RF | jobs=2 |  | employers/lifecycle-software.html
lifestile | Unresolved | jobs=0 |  | employers/lifestile.html
Lime Microsystems | RF | jobs=0 |  | employers/lime-microsystems.html
Limitless | Unresolved | jobs=0 |  | employers/limitless.html
Linkwave Technologies Ltd | Unresolved | jobs=0 |  | employers/linkwave-technologies-ltd.html
Liverpool 5G Health and Social Care | Unresolved | jobs=0 |  | employers/liverpool-5g-health-and-social-care.html
Liverpool 5G Innovation Group | Unresolved | jobs=0 |  | employers/liverpool-5g-innovation-group.html
Liverpool City Council | Unresolved | jobs=0 |  | employers/liverpool-city-council.html
Liverpool City Region Combined Authority | Unresolved | jobs=0 |  | employers/liverpool-city-region-combined-authority.html
Liverpool John Moores University | Unresolved | jobs=21 |  | employers/liverpool-john-moores-university.html
Liverpool LEP | Unresolved | jobs=0 |  | employers/liverpool-lep.html
Liverpool School of Tropical Medicine | RF | jobs=0 |  | employers/liverpool-school-of-tropical-medicine.html
LiveU | RF | jobs=0 |  | employers/liveu.html
LIVR | Unresolved | jobs=0 |  | employers/livr.html
Ljunggren Consulting Team AB | Unresolved | jobs=0 |  | employers/ljunggren-consulting-team-ab.html
Local solutions | Unresolved | jobs=0 |  | employers/local-solutions.html
LocationXR | Unresolved | jobs=0 |  | employers/locationxr.html
Lociva | Unresolved | jobs=0 |  | employers/lociva.html
Lockheed Martin | RF | jobs=0 |  | employers/lockheed-martin.html
Lokono AI | Unresolved | jobs=0 |  | employers/lokono-ai.html
London Borough of Sutton | Unresolved | jobs=0 |  | employers/london-borough-of-sutton.html
London School of Economics | Unresolved | jobs=0 |  | employers/london-school-of-economics.html
London Southbank University | Unresolved | jobs=0 |  | employers/london-southbank-university.html
London Tech Advocates | Unresolved | jobs=0 |  | employers/london-tech-advocates.html
Longitude (Financial Times Company) | Unresolved | jobs=0 |  | employers/longitude-financial-times-company.html
LORCA | Unresolved | jobs=0 |  | employers/lorca.html
LS telcom UK | Unresolved | jobs=1 |  | employers/ls-telcom-uk.html
LTI - Larsen & Toubro Infotech | Unresolved | jobs=0 |  | employers/lti-larsen-toubro-infotech.html
LucidCX | Unresolved | jobs=5 |  | employers/lucidcx.html
Luckau.digital | Unresolved | jobs=0 |  | employers/luckau-digital.html
Lumenisity Limited | Unresolved | jobs=1 |  | employers/lumenisity-limited.html
Luminet | Unresolved | jobs=0 |  | employers/luminet.html
Luner | Unresolved | jobs=0 |  | employers/luner.html
Lupovis | ADJ | jobs=0 |  | employers/lupovis.html
Luxultra Lighting Limited | Unresolved | jobs=0 |  | employers/luxultra-lighting-limited.html
M247 | RF | jobs=0 |  | employers/m247.html
MaaS Scotland | Unresolved | jobs=0 |  | employers/maas-scotland.html
mace & menter | Unresolved | jobs=0 |  | employers/mace-menter.html
Made with Insight | Unresolved | jobs=0 |  | employers/made-with-insight.html
Magna International | ADJ | jobs=0 |  | employers/magna-international.html
Magyar Telekom | RF | jobs=10 |  | employers/magyar-telekom.html
Maidstone Borough Council | Unresolved | jobs=0 |  | employers/maidstone-borough-council.html
Make Real | Unresolved | jobs=0 |  | employers/make-real.html
Mallory Partners | Unresolved | jobs=0 |  | employers/mallory-partners.html
Malvern Hills Science Park | Unresolved | jobs=0 |  | employers/malvern-hills-science-park.html
Manchester City Council | Unresolved | jobs=0 |  | employers/manchester-city-council.html
Manchester Digital | Unresolved | jobs=1 |  | employers/manchester-digital.html
Manchester Metropolitan University | RF | jobs=0 |  | employers/manchester-metropolitan-university.html
Manchester Science Partnerships | Unresolved | jobs=9 |  | employers/manchester-science-partnerships.html
Manchester University NHS Foundation Trust | Unresolved | jobs=0 |  | employers/manchester-university-nhs-foundation-trust.html
Mandarin Associates | Unresolved | jobs=0 |  | employers/mandarin-associates.html
Mandrel Systems | ADJ | jobs=0 |  | employers/mandrel-systems.html
Manufactory Research | Unresolved | jobs=0 |  | employers/manufactory-research.html
Marconi | Unresolved | jobs=0 |  | employers/marconi.html
marie stopes | Unresolved | jobs=0 |  | employers/marie-stopes.html
Maritime Transport | Unresolved | jobs=0 |  | employers/maritime-transport.html
Market Intelligence & Consulting Institute | Unresolved | jobs=0 |  | employers/market-intelligence-consulting-institute.html
MarketsandMarkets Pvt. Ltd. | Unresolved | jobs=0 |  | employers/marketsandmarkets-pvt-ltd.html
Marshmallow Laser Feast | Unresolved | jobs=0 |  | employers/marshmallow-laser-feast.html
MASS | RF | jobs=0 |  | employers/mass.html
Materials Processing Institute | Unresolved | jobs=0 |  | employers/materials-processing-institute.html
Mathworks | ADJ | jobs=19 |  | employers/mathworks.html
Mathys & Squire LLP | Unresolved | jobs=2 |  | employers/mathys-squire-llp.html
Mativision Limited | Unresolved | jobs=0 |  | employers/mativision-limited.html
MATRIXX Software | Unresolved | jobs=0 |  | employers/matrixx-software.html
Mavenir Systems | RF | jobs=1 |  | employers/mavenir-systems.html
Maxeler Technologies | Unresolved | jobs=0 |  | employers/maxeler-technologies.html
Maylarch | Unresolved | jobs=0 |  | employers/maylarch.html
MBDA | RF | jobs=0 |  | employers/mbda.html
MBNL | RF | jobs=9 |  | employers/mbnl.html
MCB Guru | Unresolved | jobs=0 |  | employers/mcb-guru.html
McGill Microwave Systems | RF | jobs=5 |  | employers/mcgill-microwave-systems.html
McLaren Applied Technologies | ADJ | jobs=4 |  | employers/mclaren-applied-technologies.html
MDA Space | RF | jobs=0 |  | employers/mda-space.html
mdc | Unresolved | jobs=0 |  | employers/mdc.html
Media Broadcast | Unresolved | jobs=9 |  | employers/media-broadcast.html
MediaTek Wireless | RF | jobs=6 |  | employers/mediatek-wireless.html
Medilink East Midlands | Unresolved | jobs=0 |  | employers/medilink-east-midlands.html
Medway Council | Unresolved | jobs=0 |  | employers/medway-council.html
Meggitt | ADJ | jobs=6 |  | employers/meggitt.html
MenteSanas | Unresolved | jobs=0 |  | employers/mentesanas.html
Met Office | Unresolved | jobs=4 |  | employers/met-office.html
Meta Camera | Unresolved | jobs=0 |  | employers/meta-camera.html
meta. | Unresolved | jobs=0 |  | employers/meta.html
Metaboards | Unresolved | jobs=0 |  | employers/metaboards.html
Metasphere | Unresolved | jobs=0 |  | employers/metasphere.html
Metaswitch Networks | Unresolved | jobs=0 |  | employers/metaswitch-networks.html
Meteor Inkjet | ADJ | jobs=0 |  | employers/meteor-inkjet.html
METOS UK Ltd | Unresolved | jobs=0 |  | employers/metos-uk-ltd.html
Metrea | RF | jobs=0 |  | employers/metrea.html
Metricell | RF | jobs=1 |  | employers/metricell.html
Metropolis Studios | Unresolved | jobs=0 |  | employers/metropolis-studios.html
Mewburn Ellis LLP | Unresolved | jobs=4 |  | employers/mewburn-ellis-llp.html
MICHELIN Connected Fleet | ADJ | jobs=0 |  | employers/michelin-connected-fleet.html
Micon Global | ADJ | jobs=0 |  | employers/micon-global.html
Microchip Technology | ADJ | jobs=14 |  | employers/microchip-technology.html
Microlise | Unresolved | jobs=0 |  | employers/microlise.html
Microsoft Ltd | ADJ | jobs=2 |  | employers/microsoft-ltd.html
Microwave Products Group | RF | jobs=0 |  | employers/microwave-products-group.html
Microwave Vision Group (MVG) | RF | jobs=0 |  | employers/microwave-vision-group-mvg.html
Middlesex University | Unresolved | jobs=0 |  | employers/middlesex-university.html
Midlands Connect | Unresolved | jobs=0 |  | employers/midlands-connect.html
Midlands Engine | Unresolved | jobs=0 |  | employers/midlands-engine.html
Mike Ashby Comms | RF | jobs=0 |  | employers/mike-ashby-comms.html
Milexia UK Ltd | Unresolved | jobs=0 |  | employers/milexia-uk-ltd.html
Milkalyser | Unresolved | jobs=0 |  | employers/milkalyser.html
Millbeck Communications | Unresolved | jobs=0 |  | employers/millbeck-communications.html
Milliamp Technologies | Unresolved | jobs=0 |  | employers/milliamp-technologies.html
Mills & Reeve LLP | Unresolved | jobs=6 |  | employers/mills-reeve-llp.html
Milton Keynes Council | Unresolved | jobs=0 |  | employers/milton-keynes-council.html
Mindszi | RF | jobs=0 |  | employers/mindszi.html
Mini-Circuits | RF | jobs=0 |  | employers/mini-circuits.html
Ministry of Business, Innovation & Employment | Unresolved | jobs=0 |  | employers/ministry-of-business-innovation-employment.html
Ministry of Defence | Unresolved | jobs=0 |  | employers/ministry-of-defence.html
Ministry of Economy | Unresolved | jobs=0 |  | employers/ministry-of-economy.html
Ministry of Housing, Communities & Local Government | Unresolved | jobs=0 |  | employers/ministry-of-housing-communities-local-government.html
Ministry of Justice | Unresolved | jobs=0 |  | employers/ministry-of-justice.html
Minol ZENNER Connect | Unresolved | jobs=0 |  | employers/minol-zenner-connect.html
Miralis Data | Unresolved | jobs=0 |  | employers/miralis-data.html
Missile Digital Studios | Unresolved | jobs=0 |  | employers/missile-digital-studios.html
Missive | Unresolved | jobs=0 |  | employers/missive.html
Mitra Innovation Limited | Unresolved | jobs=0 |  | employers/mitra-innovation-limited.html
MITRE | Unresolved | jobs=0 |  | employers/mitre.html
MJCÂ² | Unresolved | jobs=0 |  | employers/mjc.html
MK Dons | Unresolved | jobs=0 |  | employers/mk-dons.html
MK Test Systems | ADJ | jobs=1 |  | employers/mk-test-systems.html
MKL Innovation | Unresolved | jobs=0 |  | employers/mkl-innovation.html
MLCS Ltd - The Hosted VoIP Company | Unresolved | jobs=0 |  | employers/mlcs-ltd-the-hosted-voip-company.html
MLL Telecom Ltd | RF | jobs=1 |  | employers/mll-telecom-ltd.html
Mo-Sys | Unresolved | jobs=0 |  | employers/mo-sys.html
Mobile Broadband Network | Unresolved | jobs=0 |  | employers/mobile-broadband-network.html
Mobile Europe | Unresolved | jobs=0 |  | employers/mobile-europe.html
Mobile News Magazine | Unresolved | jobs=0 |  | employers/mobile-news-magazine.html
Mobile UK | Unresolved | jobs=0 |  | employers/mobile-uk.html
Mobintec Ltd | Unresolved | jobs=0 |  | employers/mobintec-ltd.html
Mobius Networks Limited | Unresolved | jobs=0 |  | employers/mobius-networks-limited.html
Modus Operandi Limited | Unresolved | jobs=0 |  | employers/modus-operandi-limited.html
Modux | Unresolved | jobs=0 |  | employers/modux.html
Mondelez International | Unresolved | jobs=0 |  | employers/mondelez-international.html
Monmouthshire County Council | Unresolved | jobs=0 |  | employers/monmouthshire-county-council.html
Montagu Evans | Unresolved | jobs=0 |  | employers/montagu-evans.html
Morphic Void Limited | Unresolved | jobs=0 |  | employers/morphic-void-limited.html
Morse Micro | RF | jobs=15 |  | employers/morse-micro.html
Morten Consultancy & Training Services Limited | Unresolved | jobs=0 |  | employers/morten-consultancy-training-services-limited.html
MotoJeannie Inc | Unresolved | jobs=0 |  | employers/motojeannie-inc.html
Motorola Solutions | RF | jobs=50 |  | employers/motorola-solutions.html
Mott MacDonald Ltd | Unresolved | jobs=0 |  | employers/mott-macdonald-ltd.html
Mountain Rescue | Unresolved | jobs=0 |  | employers/mountain-rescue.html
Mova | RF | jobs=0 |  | employers/mova.html
Movicel | Unresolved | jobs=0 |  | employers/movicel.html
MPD Media | Unresolved | jobs=0 |  | employers/mpd-media.html
Mpirical | Unresolved | jobs=1 |  | employers/mpirical.html
MSI UK | Unresolved | jobs=0 |  | employers/msi-uk.html
MSL Projects | Unresolved | jobs=0 |  | employers/msl-projects.html
MTN | RF | jobs=0 |  | employers/mtn.html
MTN Safety | Unresolved | jobs=0 |  | employers/mtn-safety.html
Multiple Access Communications Limited | RF | jobs=4 | Resonator | employers/multiple-access-communications-limited.html
Murata | ADJ | jobs=0 |  | employers/murata.html
Mutiny Media | Unresolved | jobs=0 |  | employers/mutiny-media.html
mwemedia | Unresolved | jobs=0 |  | employers/mwemedia.html
MWH.ME | Unresolved | jobs=0 |  | employers/mwh-me.html
Mycom OSI | Unresolved | jobs=0 |  | employers/mycom-osi.html
Myriad Associates | Unresolved | jobs=0 |  | employers/myriad-associates.html
N & M Consultancy | Unresolved | jobs=0 |  | employers/n-m-consultancy.html
N2S | Unresolved | jobs=0 |  | employers/n2s.html
NA | Unresolved | jobs=0 |  | employers/na.html
Nagravision SA | ADJ | jobs=4 |  | employers/nagravision-sa.html
Nanotechnology Industries Association | Unresolved | jobs=0 |  | employers/nanotechnology-industries-association.html
National Care Forum | Unresolved | jobs=0 |  | employers/national-care-forum.html
National Composites Centre | Unresolved | jobs=0 |  | employers/national-composites-centre.html
National Cyber Security Centre | Unresolved | jobs=0 |  | employers/national-cyber-security-centre.html
National Informatics Centre, Government of India | Unresolved | jobs=0 |  | employers/national-informatics-centre-government-of-india.html
National Institute for Health Research (NIHR) | Unresolved | jobs=0 |  | employers/national-institute-for-health-research-nihr.html
National Instruments (NI) | ADJ | jobs=0 |  | employers/national-instruments-ni.html
National Physical Laboratory (NPL) | ADJ | jobs=6 |  | employers/national-physical-laboratory-npl.html
Natta Building Limited | Unresolved | jobs=0 |  | employers/natta-building-limited.html
Natural England | Unresolved | jobs=0 |  | employers/natural-england.html
Naviga Consulting | Unresolved | jobs=0 |  | employers/naviga-consulting.html
Navtech Radar | RF | jobs=0 |  | employers/navtech-radar.html
Nayatek Solutions Ltd | Unresolved | jobs=0 |  | employers/nayatek-solutions-ltd.html
NCC Group | ADJ | jobs=50 |  | employers/ncc-group.html
NCUB | Unresolved | jobs=0 |  | employers/ncub.html
NEC EUROPE LTD | Unresolved | jobs=0 |  | employers/nec-europe-ltd.html
NEC Open RAN Lab | Unresolved | jobs=0 |  | employers/nec-open-ran-lab.html
NEC Telecom MODUS | RF | jobs=2 |  | employers/nec-telecom-modus.html
NEC Telecom MODUS Ltd | Unresolved | jobs=0 |  | employers/nec-telecom-modus-ltd.html
Nekologic | Unresolved | jobs=0 |  | employers/nekologic.html
NEOM | Unresolved | jobs=0 |  | employers/neom.html
Neos Networks | RF | jobs=7 |  | employers/neos-networks.html
Nephelie Technologies Limited | Unresolved | jobs=0 |  | employers/nephelie-technologies-limited.html
Net AI | Unresolved | jobs=0 |  | employers/net-ai.html
NET Coverage Solutions Ltd | RF | jobs=0 |  | employers/net-coverage-solutions-ltd.html
Net4 | Unresolved | jobs=0 |  | employers/net4.html
Net4Connect | RF | jobs=0 |  | employers/net4connect.html
NetAlly | RF | jobs=0 |  | employers/netally.html
Netcom Training | Unresolved | jobs=0 |  | employers/netcom-training.html
NetComm | Unresolved | jobs=0 |  | employers/netcomm.html
Netfauna | Unresolved | jobs=0 |  | employers/netfauna.html
Netmore Group | Unresolved | jobs=0 |  | employers/netmore-group.html
Netmore IoT Solutions | Unresolved | jobs=0 |  | employers/netmore-iot-solutions.html
NetNumber Inc. | Unresolved | jobs=0 |  | employers/netnumber-inc.html
nets-International | Unresolved | jobs=0 |  | employers/nets-international.html
NETSCOUT | RF | jobs=10 |  | employers/netscout.html
netSensors | Unresolved | jobs=0 |  | employers/netsensors.html
Nettitude | Unresolved | jobs=0 |  | employers/nettitude.html
Network Rail | Unresolved | jobs=0 |  | employers/network-rail.html
Neupulse | ADJ | jobs=0 |  | employers/neupulse.html
Neuron | Unresolved | jobs=0 |  | employers/neuron.html
Neutral Networks | Unresolved | jobs=0 |  | employers/neutral-networks.html
Neutral Wireless | RF | jobs=0 |  | employers/neutral-wireless.html
Neutroon | RF | jobs=1 |  | employers/neutroon.html
NeutrORAN | Unresolved | jobs=0 |  | employers/neutroran.html
New Street Research | Unresolved | jobs=0 |  | employers/new-street-research.html
Newcastle City Council | Unresolved | jobs=0 |  | employers/newcastle-city-council.html
Newcastle University | Unresolved | jobs=0 |  | employers/newcastle-university.html
NewOrbit Space Ltd | ADJ | jobs=0 |  | employers/neworbit-space-ltd.html
Newport City Council | Unresolved | jobs=0 |  | employers/newport-city-council.html
Newry, Mourne and Down District Council | Unresolved | jobs=0 |  | employers/newry-mourne-and-down-district-council.html
NewsCorp | Unresolved | jobs=0 |  | employers/newscorp.html
Newtechnos Consulting Ltd | Unresolved | jobs=0 |  | employers/newtechnos-consulting-ltd.html
nexGworx | Unresolved | jobs=0 |  | employers/nexgworx.html
Nexperia | ADJ | jobs=9 |  | employers/nexperia.html
neXt Curve | Unresolved | jobs=0 |  | employers/next-curve.html
Next Generation Internet Services Ltd | Unresolved | jobs=0 |  | employers/next-generation-internet-services-ltd.html
Nextgenaccess | Unresolved | jobs=0 |  | employers/nextgenaccess.html
Nextivity Limited | RF | jobs=0 |  | employers/nextivity-limited.html
Nexus Studios | Unresolved | jobs=0 |  | employers/nexus-studios.html
NG Business Consultancy Limited | Unresolved | jobs=0 |  | employers/ng-business-consultancy-limited.html
NHS | Unresolved | jobs=0 |  | employers/nhs.html
NHS Digital | Unresolved | jobs=0 |  | employers/nhs-digital.html
NHS England & Improvement | Unresolved | jobs=0 |  | employers/nhs-england-improvement.html
NHS Highland | Unresolved | jobs=0 |  | employers/nhs-highland.html
NHS Midlands and Lancashire CSU | Unresolved | jobs=0 |  | employers/nhs-midlands-and-lancashire-csu.html
NHSX | Unresolved | jobs=0 |  | employers/nhsx.html
Niantic | Unresolved | jobs=0 |  | employers/niantic.html
Nibbs Events | Unresolved | jobs=0 |  | employers/nibbs-events.html
NICC Standards Limited | Unresolved | jobs=0 |  | employers/nicc-standards-limited.html
Nick Abbey Digital Agriculture Ltd | Unresolved | jobs=0 |  | employers/nick-abbey-digital-agriculture-ltd.html
NIKKEN Kosakusho Europe Ltd. | Unresolved | jobs=0 |  | employers/nikken-kosakusho-europe-ltd.html
Nine Tiles | Unresolved | jobs=0 |  | employers/nine-tiles.html
Nissan | Unresolved | jobs=0 |  | employers/nissan.html
NOC National Oceanography Centre | Unresolved | jobs=0 |  | employers/noc-national-oceanography-centre.html
Nokia | RF | jobs=0 |  | employers/nokia.html
Nomad Digital | RF | jobs=1 |  | employers/nomad-digital.html
Nordson | ADJ | jobs=8 |  | employers/nordson.html
Norfolk County Council | Unresolved | jobs=0 |  | employers/norfolk-county-council.html
North | Unresolved | jobs=0 |  | employers/north.html
North East Automotive Alliance | Unresolved | jobs=0 |  | employers/north-east-automotive-alliance.html
North East Local Enterprise Partnership | Unresolved | jobs=0 |  | employers/north-east-local-enterprise-partnership.html
North Lanarkshire Council | Unresolved | jobs=0 |  | employers/north-lanarkshire-council.html
North Lincolnshire Council | Unresolved | jobs=0 |  | employers/north-lincolnshire-council.html
North Notts Envoys | Unresolved | jobs=0 |  | employers/north-notts-envoys.html
North Pennines AONB | Unresolved | jobs=0 |  | employers/north-pennines-aonb.html
North Somerset Council | Unresolved | jobs=0 |  | employers/north-somerset-council.html
North Tyneside Council | Unresolved | jobs=0 |  | employers/north-tyneside-council.html
North Yorkshire County Council | Unresolved | jobs=0 |  | employers/north-yorkshire-county-council.html
Northern GasNetworks | Unresolved | jobs=0 |  | employers/northern-gasnetworks.html
Northumberland County Council | Unresolved | jobs=0 |  | employers/northumberland-county-council.html
Northumbria Police | Unresolved | jobs=0 |  | employers/northumbria-police.html
Northumbria University | Unresolved | jobs=0 |  | employers/northumbria-university.html
Nothing Limited | Unresolved | jobs=0 |  | employers/nothing-limited.html
Nottingham City Council | Unresolved | jobs=0 |  | employers/nottingham-city-council.html
Nottingham Trent University | Unresolved | jobs=0 |  | employers/nottingham-trent-university.html
Nottinghamshire County Council | Unresolved | jobs=0 |  | employers/nottinghamshire-county-council.html
Novamint | RF | jobs=0 |  | employers/novamint.html
Novanta | RF | jobs=0 |  | employers/novanta.html
Novocomms | RF | jobs=0 |  | employers/novocomms.html
Novocomms Limited | Unresolved | jobs=0 |  | employers/novocomms-limited.html
Novomorphic | RF | jobs=7 |  | employers/novomorphic.html
NPL | Unresolved | jobs=0 |  | employers/npl.html
NTT | Unresolved | jobs=0 |  | employers/ntt.html
NTT DATA | ADJ | jobs=50 |  | employers/ntt-data.html
NTT Limited | Unresolved | jobs=0 |  | employers/ntt-limited.html
Nu Quantum | ADJ | jobs=7 |  | employers/nu-quantum.html
Nuainsight | Unresolved | jobs=0 |  | employers/nuainsight.html
Numerion Software | Unresolved | jobs=0 |  | employers/numerion-software.html
Nuvias Group | Unresolved | jobs=0 |  | employers/nuvias-group.html
NVidia | ADJ | jobs=50 |  | employers/nvidia.html
NXP Semiconductors | ADJ | jobs=0 |  | employers/nxp-semiconductors.html
O2 | Unresolved | jobs=0 |  | employers/o2.html
Observatory Sciences | ADJ | jobs=0 |  | employers/observatory-sciences.html
Obvios | Unresolved | jobs=0 |  | employers/obvios.html
Ocado | Unresolved | jobs=0 |  | employers/ocado.html
Odyssey Trust | Unresolved | jobs=0 |  | employers/odyssey-trust.html
Ofcom | ADJ | jobs=2 |  | employers/ofcom.html
Office for Life Sciences | Unresolved | jobs=0 |  | employers/office-for-life-sciences.html
Office for National Statistics | Unresolved | jobs=0 |  | employers/office-for-national-statistics.html
Offshore Renewable Energy Catapult | ADJ | jobs=0 |  | employers/offshore-renewable-energy-catapult.html
OIC Services Ltd | Unresolved | jobs=0 |  | employers/oic-services-ltd.html
Ok Engineering College | Unresolved | jobs=0 |  | employers/ok-engineering-college.html
Oldcorn & Oldcorn LLP | Unresolved | jobs=0 |  | employers/oldcorn-oldcorn-llp.html
OmBeond Limited | Unresolved | jobs=0 |  | employers/ombeond-limited.html
Omnisense Ltd | Unresolved | jobs=0 |  | employers/omnisense-ltd.html
Omnitek | ADJ | jobs=0 |  | employers/omnitek.html
One Point Five | Unresolved | jobs=0 |  | employers/one-point-five.html
One4City | Unresolved | jobs=0 |  | employers/one4city.html
ONEILLROSS | Unresolved | jobs=0 |  | employers/oneillross.html
Onespacemedia | Unresolved | jobs=0 |  | employers/onespacemedia.html
OneWeb | Unresolved | jobs=0 |  | employers/oneweb.html
onsemi | ADJ | jobs=5 |  | employers/onsemi.html
Ontix Ltd | Unresolved | jobs=0 |  | employers/ontix-ltd.html
Onwave | RF | jobs=3 |  | employers/onwave.html
Oomami | Unresolved | jobs=0 |  | employers/oomami.html
Open Compute Project | Unresolved | jobs=0 |  | employers/open-compute-project.html
Open Cosmos | RF | jobs=18 | Matched | employers/open-cosmos.html
Open Network | Unresolved | jobs=0 |  | employers/open-network.html
Open Networking Foundation | Unresolved | jobs=0 |  | employers/open-networking-foundation.html
Open Sesame | Unresolved | jobs=0 |  | employers/open-sesame.html
Open Transport | Unresolved | jobs=0 |  | employers/open-transport.html
Open University | Unresolved | jobs=0 |  | employers/open-university.html
Openet | Unresolved | jobs=0 |  | employers/openet.html
Openreach | RF | jobs=0 |  | employers/openreach.html
OpenUK | Unresolved | jobs=0 |  | employers/openuk.html
Opient | Unresolved | jobs=0 |  | employers/opient.html
Opious | Unresolved | jobs=0 |  | employers/opious.html
OppiSec Ltd | ADJ | jobs=0 |  | employers/oppisec-ltd.html
OPTIF | Unresolved | jobs=0 |  | employers/optif.html
Oracle | Unresolved | jobs=0 |  | employers/oracle.html
Orange | RF | jobs=0 |  | employers/orange.html
Orange Bus | Unresolved | jobs=0 |  | employers/orange-bus.html
Orbital Access Ltd | Unresolved | jobs=0 |  | employers/orbital-access-ltd.html
ORCA Computing | ADJ | jobs=0 | Matched | employers/orca-computing.html
Ordnance Survey | Unresolved | jobs=0 |  | employers/ordnance-survey.html
Ori Industries | Unresolved | jobs=0 |  | employers/ori-industries.html
Origin Storage | Unresolved | jobs=0 |  | employers/origin-storage.html
OriginalityB2B | Unresolved | jobs=0 |  | employers/originalityb2b.html
Orion Systems ltd | Unresolved | jobs=0 |  | employers/orion-systems-ltd.html
Orkney Islands Council | Unresolved | jobs=0 |  | employers/orkney-islands-council.html
Osprey-Resources Ltd. | Unresolved | jobs=0 |  | employers/osprey-resources-ltd.html
